gene_symbol,Aux_rep1_RNA,Aux_rep2_RNA,Aux_rep3_RNA,noAux_rep1_RNA,noAux_rep2_RNA,noAux_rep3_RNA
frm-8,13,18,17,11,13,7
frm-9,14,5,18,15,9,11
frm-10,23,30,26,24,55,27
fars-1,38,46,63,33,49,39
fars-3,47,61,56,47,53,52
fsn-1,2,2,10,5,6,6
ftn-1,3,2,4,6,11,1
ftn-2,269,341,318,291,354,222
ftt-2,277,342,359,224,320,198
fum-1,123,166,170,148,153,90
fut-1,7,4,4,12,2,5
fut-8,9,10,8,5,10,3
fzo-1,31,25,40,16,20,33
fzr-1,20,21,29,16,31,19
fzy-1,7,5,3,6,7,4
gab-1,3,2,3,4,1,5
gad-1,34,10,27,11,17,11
gap-1,4,1,8,3,12,4
gap-2,39,36,34,24,25,22
gar-1,8,11,3,7,11,0
gar-2,36,67,70,49,66,34
gar-3,15,4,12,11,12,5
gas-1,167,187,227,166,173,107
gbh-1,3,4,5,1,3,1
gbh-2,1,1,0,3,7,8
gck-1,20,26,31,16,16,18
gcs-1,35,29,43,38,32,11
gcy-3,6,0,1,2,0,3
gcy-8,7,6,6,8,3,4
gcy-11,9,3,6,12,3,1
gcy-12,85,66,79,52,61,38
gcy-18,7,2,1,2,2,4
gcy-19,5,4,4,5,5,1
gcy-22,1,0,1,4,3,1
gcy-23,8,10,5,6,4,1
gcy-35,2,2,1,1,3,5
gcy-37,0,1,6,0,2,0
gdi-1,122,126,127,98,116,83
gei-1,20,29,29,20,18,24
gei-3,35,21,28,24,39,24
gei-4,96,65,90,114,114,54
lin-66,41,57,84,44,83,58
gei-6,20,38,26,17,26,24
icl-1,842,773,669,1362,1267,757
gei-8,66,62,70,47,67,67
acdh-13,19,10,23,18,15,12
snpc-4,27,37,36,16,25,21
gei-13,10,8,18,3,13,8
gei-15,30,35,31,26,31,14
gei-17,65,57,74,54,60,28
gem-4,0,0,0,1,5,0
ges-1,17,15,18,11,19,4
gex-2,19,34,28,27,23,12
gex-3,23,26,24,33,21,15
gfi-1,443,770,729,475,525,454
gfi-2,12,15,22,17,14,15
gfi-3,10,1,10,3,4,5
nrde-4,5,18,12,4,6,9
gfl-1,3,5,1,5,6,0
ggr-1,0,4,13,1,6,2
gip-1,37,27,31,22,25,15
C45G3.3,1,1,2,2,6,1
glc-1,1,0,2,1,0,1
glc-2,9,5,6,5,5,4
glc-3,8,5,8,4,3,0
glc-4,22,16,8,9,23,5
gld-1,6,6,3,5,4,3
gld-2,22,17,37,23,28,21
glh-1,24,27,44,21,24,27
glh-4,16,7,10,11,7,8
gln-1,17,14,18,6,16,10
gln-3,159,128,133,256,213,129
glr-1,8,2,7,2,2,10
glr-2,4,10,6,1,0,3
glr-4,21,9,16,11,13,12
glr-5,32,10,19,10,10,8
glr-6,3,4,6,6,10,0
glt-1,214,253,245,183,224,164
glt-3,11,12,22,10,17,4
glt-4,19,16,8,8,15,8
glt-5,1,0,0,2,2,0
glt-6,3,5,0,3,2,1
glt-7,2,1,2,5,2,0
gly-3,30,43,38,16,26,15
gly-4,19,23,42,18,31,10
gly-5,38,33,65,37,63,38
gly-6,31,43,40,26,40,48
gly-7,27,35,38,29,22,33
gly-8,4,1,11,18,11,6
gly-10,8,10,24,10,12,11
gly-11,0,1,16,0,1,0
gly-12,1,5,5,7,7,10
gly-13,7,7,9,2,9,8
gly-19,1,2,1,0,5,5
gly-20,21,23,26,18,17,26
goa-1,89,53,90,80,70,44
gob-1,41,55,55,26,66,24
gon-1,111,127,126,75,112,80
gon-2,69,61,68,52,46,42
gon-4,21,9,18,8,10,8
gop-1,15,18,24,10,10,11
gop-2,23,11,14,15,13,11
gop-3,18,18,25,23,28,21
gpa-2,6,5,1,7,4,2
gpa-3,2,3,0,4,3,2
gpa-4,1,1,0,0,4,0
gpa-7,2,7,7,8,18,3
gpa-12,4,13,7,5,8,2
gpa-16,6,4,0,4,1,5
gpb-1,122,95,99,57,84,45
gpb-2,15,15,21,16,16,10
gpc-1,14,15,5,3,16,7
gpc-2,7,5,8,7,11,5
gpd-2,107,105,90,103,116,40
gpd-3,106,78,147,121,108,58
grd-3,9,3,6,20,19,12
grd-5,0,0,0,0,2,1
grd-10,36,47,48,28,47,40
grd-13,11,22,18,10,24,14
grd-14,1,0,1,8,2,4
grh-1,5,3,5,4,16,7
grk-1,20,26,23,15,15,25
grk-2,20,34,21,15,10,5
grl-4,37,76,53,45,46,66
grl-5,0,0,0,8,1,1
grl-7,0,0,0,14,7,5
grl-10,2,0,5,5,6,0
grl-15,0,0,0,3,10,1
grl-16,0,0,3,28,50,9
grl-21,5,7,8,2,6,2
gro-1,2,2,5,2,4,0
grp-1,2,4,5,3,3,7
gars-1,88,68,118,86,74,34
gsa-1,39,35,47,39,51,31
gsk-3,37,26,39,20,18,13
gsp-1,58,94,74,34,50,32
gsp-2,174,190,181,140,185,139
gst-1,85,87,139,77,69,65
gst-4,13,8,13,10,10,11
gst-5,47,48,48,18,10,19
gst-6,21,7,22,16,19,8
gst-7,37,76,48,20,25,13
gst-10,20,15,15,13,16,2
gst-11,3,3,11,6,3,0
gst-12,1,9,1,0,4,2
gst-13,20,42,46,22,40,15
gst-14,10,8,6,8,4,3
gst-15,18,7,16,4,7,1
gst-20,32,54,39,38,30,32
gst-21,1,15,6,0,0,5
gst-22,0,7,4,1,8,4
gst-24,184,203,274,19,18,17
gst-26,52,89,75,37,70,38
gst-27,36,34,44,45,48,16
gst-28,7,15,10,8,6,3
gst-31,7,5,10,1,0,1
gst-35,6,13,9,7,7,8
gst-36,130,175,161,101,195,117
gst-38,1,7,2,0,3,0
gst-39,10,10,19,4,1,2
gst-40,3,4,1,0,11,2
gst-41,0,0,1,5,0,0
gst-42,13,16,39,28,17,1
gst-43,0,6,5,0,2,0
gsy-1,53,59,48,55,53,27
gta-1,157,161,207,146,170,127
gtl-1,128,110,111,94,101,77
gtl-2,7,12,25,18,16,9
lite-1,11,10,5,4,18,4
gur-4,1,1,3,0,9,9
gut-2,0,5,13,1,1,0
haf-1,4,7,6,4,2,2
haf-2,11,12,9,13,11,8
haf-3,45,39,51,22,21,23
haf-4,268,319,332,239,239,201
hmt-1,40,59,46,43,48,39
haf-6,24,33,30,12,17,9
haf-7,12,2,7,9,5,8
haf-9,168,208,184,191,168,136
ham-1,8,8,4,6,7,1
ham-2,1,4,2,0,5,9
hap-1,0,1,1,3,0,1
hbl-1,27,24,23,14,21,13
hcf-1,26,10,37,11,28,18
hcp-1,27,25,34,45,51,29
hcp-2,14,17,8,20,10,7
hcp-3,6,1,8,5,13,1
hcp-4,13,12,11,12,13,16
hcp-6,46,33,33,28,22,30
hda-1,37,25,20,22,27,13
hda-2,2,1,5,6,2,0
hda-3,15,25,26,11,20,7
hda-4,31,40,52,40,37,26
hda-10,9,1,13,5,9,3
hel-1,125,103,136,104,125,72
hgo-1,30,34,36,21,22,18
hid-1,15,12,11,6,6,9
hif-1,315,310,357,269,361,200
hil-1,2,1,0,1,0,0
hil-2,23,7,32,36,28,20
hil-3,20,15,19,43,37,6
hil-4,5,6,4,6,5,2
hil-5,1,2,3,5,4,0
him-1,50,24,17,29,31,24
him-4,224,217,241,170,170,144
him-6,2,2,7,10,6,5
him-10,13,16,15,17,19,14
him-17,30,27,31,30,28,24
his-1,29,19,20,26,22,28
his-2,19,15,32,28,36,35
his-3,14,17,24,29,35,21
his-4,1,3,2,3,1,2
his-5,6,2,4,6,6,4
his-6,14,17,32,22,13,19
his-7,10,3,6,12,9,11
his-8,7,4,13,10,4,8
his-11,8,4,2,5,4,5
his-17,8,16,14,17,9,9
his-24,47,25,37,76,59,26
his-25,16,16,16,6,10,5
his-31,1,3,1,7,2,2
his-32,21,40,48,27,41,32
his-35,12,11,18,23,13,10
C50F4.6,1,3,1,0,2,0
his-37,26,25,35,18,19,12
his-40,7,6,9,8,11,11
his-41,30,82,56,55,33,27
his-48,1,0,1,1,0,0
his-59,74,71,93,96,99,77
his-60,36,25,30,37,46,31
his-61,17,14,14,16,21,11
his-62,13,12,13,13,30,15
his-63,7,2,5,7,4,7
his-64,13,6,18,14,24,14
his-67,31,21,22,14,33,13
his-68,8,5,4,4,4,7
his-71,13,26,27,18,29,20
his-72,31,36,41,50,47,24
hlh-1,21,16,14,10,11,5
hlh-2,2,3,17,8,3,11
hlh-11,95,102,141,83,89,88
hmg-1.1,52,49,61,53,46,36
hmg-1.2,30,31,55,44,40,33
hmg-3,1,1,7,3,2,1
hmg-4,42,44,45,23,42,24
hmg-5,10,18,13,8,16,0
hmg-11,9,10,13,19,10,3
hmg-12,8,9,15,6,5,6
hmp-1,27,29,46,32,32,33
hmp-2,28,22,29,19,27,24
hmr-1,98,114,134,82,105,75
hoe-1,12,3,16,4,8,7
hot-5,2,1,1,10,2,0
hpd-1,108,120,97,98,87,55
hpk-1,64,80,73,76,78,67
hpl-1,4,1,3,2,5,0
hpl-2,1,3,12,6,2,1
hrp-1,42,36,62,43,73,29
hrp-2,95,106,74,93,90,66
hars-1,50,56,68,30,53,39
hsb-1,5,0,0,2,1,0
hse-5,3,4,8,1,10,0
hsf-1,14,10,25,12,18,15
hsp-1,2624,2711,2639,2939,2898,2254
hsp-3,583,727,815,673,788,523
hsp-4,122,93,108,148,136,68
hsp-6,611,580,640,655,582,398
hsp-12.2,44,58,62,42,51,41
hsp-16.2,156,131,118,191,133,82
hsp-16.41,133,88,104,111,134,76
hsp-17,57,52,61,72,51,34
hsp-25,37,37,44,48,58,23
hsp-43,81,58,76,50,33,47
hsp-60,1235,1466,1379,1309,1294,1064
hsp-70,46,43,45,27,35,25
hsr-9,60,45,59,49,72,58
hst-1,12,5,10,15,1,1
hst-2,1,0,2,1,2,3
hum-1,67,54,51,53,54,30
hum-2,48,27,36,30,33,39
hum-4,33,42,43,32,42,25
hum-5,74,73,85,65,57,48
hum-6,43,42,43,36,59,52
hum-7,48,68,73,52,53,45
hum-8,32,39,39,39,26,12
hyl-1,7,8,11,8,2,1
hyl-2,10,33,15,15,19,9
icd-1,304,167,233,233,253,168
icln-1,12,7,13,12,17,9
icp-1,33,21,20,15,21,10
ida-1,132,160,143,172,165,111
ifa-1,112,89,71,91,92,63
ifa-4,23,16,28,15,13,5
ifb-1,154,188,180,209,212,150
ifb-2,424,652,597,501,557,359
ifc-1,76,80,86,35,59,44
ifc-2,188,299,275,172,193,143
ifd-1,38,31,37,23,29,29
ifd-2,22,7,14,8,28,3
ife-1,37,38,51,18,38,11
ife-2,20,17,29,15,27,11
ife-3,12,10,11,3,5,5
ife-4,3,2,6,5,1,3
iff-1,10,7,8,6,6,4
iff-2,172,157,229,154,174,136
ifg-1,278,263,332,235,246,200
ifp-1,86,80,69,82,54,47
ify-1,1,0,2,4,9,2
ikb-1,6,6,10,16,5,5
ile-1,27,12,26,26,6,13
ile-2,22,15,22,24,24,23
ima-1,21,30,24,11,13,21
ima-2,26,40,41,16,33,17
ima-3,110,147,112,83,113,78
imb-1,39,33,41,22,47,25
imb-2,27,42,37,27,23,36
imb-3,554,620,642,411,405,302
xpo-1,128,122,140,105,102,97
xpo-2,23,31,36,23,42,21
xpo-3,26,8,33,14,20,23
ina-1,31,30,30,23,28,13
inf-1,308,313,386,251,255,203
ins-1,1,3,8,4,6,3
ins-3,1,0,1,0,5,0
ins-5,6,14,6,4,6,6
ins-17,15,5,12,3,4,2
ins-18,2,4,7,6,9,6
ins-26,11,5,6,7,1,6
ins-30,14,17,13,3,10,10
ins-35,1,1,1,0,0,0
inx-1,13,12,7,6,14,3
inx-3,32,23,13,10,29,12
inx-5,54,84,65,65,59,55
inx-6,22,15,26,9,10,5
inx-7,3,5,6,3,0,1
inx-10,5,3,22,14,4,5
inx-11,4,3,1,0,2,1
inx-12,89,104,103,75,86,61
inx-13,67,72,88,92,87,40
inx-15,26,24,33,22,22,25
inx-16,41,34,30,44,42,27
inx-17,18,29,25,20,20,14
inx-18,11,1,4,0,1,0
inx-20,3,0,4,3,4,1
ipp-5,10,10,10,0,10,5
ire-1,12,18,28,15,6,8
gon-14,13,21,29,4,9,11
irk-1,7,5,10,3,2,3
irk-3,4,2,2,3,1,0
iars-1,130,127,147,133,107,69
iars-2,71,67,61,39,49,55
isp-1,280,414,385,275,308,345
ist-1,39,19,34,29,31,18
isw-1,63,34,40,30,48,43
itr-1,168,198,260,135,165,126
itx-1,84,106,102,77,82,66
jac-1,52,66,72,32,67,46
jip-1,13,25,24,16,22,5
jkk-1,4,18,13,6,4,4
jnk-1,4,17,16,10,10,23
jph-1,43,29,56,39,27,18
jtr-1,2,0,2,0,1,0
kal-1,9,8,3,4,8,5
kat-1,119,148,174,83,136,78
kel-1,5,5,4,2,2,4
kel-3,9,14,11,13,4,0
kgb-1,28,29,29,25,39,16
kin-1,114,117,118,73,113,84
kin-2,143,198,199,153,144,103
kin-3,55,92,89,65,83,43
kin-4,56,59,82,37,41,57
kin-9,5,8,2,3,3,11
kin-10,23,26,31,29,30,19
kin-15,7,4,5,4,3,0
kin-16,1,8,2,9,9,3
kin-18,32,33,69,37,34,44
kin-19,109,149,163,109,125,95
kin-20,28,25,32,19,39,18
sid-3,28,41,40,20,30,21
kin-29,34,32,23,17,36,14
kin-32,9,6,9,7,5,7
klc-2,30,32,26,21,18,17
klp-3,11,10,15,12,3,5
klp-4,75,46,54,67,55,37
klp-7,25,15,34,23,21,15
gcc-1,4,4,8,3,0,5
klp-11,20,22,24,18,26,19
klp-12,44,23,27,34,46,33
klp-16,2,5,10,4,5,2
klp-18,9,11,8,5,3,10
klp-19,30,33,47,45,38,20
klp-20,3,10,1,7,3,0
knl-1,23,16,19,18,37,16
kpc-1,50,49,56,51,34,23
kqt-1,3,9,13,2,1,2
kqt-2,7,2,3,3,2,1
kqt-3,4,8,5,1,5,0
kars-1,91,77,90,57,86,38
ksr-1,12,4,9,11,3,4
ksr-2,9,8,4,3,5,1
kup-1,17,6,11,20,12,5
kvs-1,2,3,12,1,1,0
lad-2,14,11,7,9,6,12
laf-1,50,80,88,63,33,49
lag-1,9,7,7,6,7,0
lam-1,240,208,247,178,214,172
lap-1,65,56,75,72,37,39
lap-2,81,119,120,69,81,77
lat-1,26,27,41,9,21,26
lat-2,8,5,7,10,10,11
lbp-1,16,10,11,16,10,9
lbp-2,34,38,39,24,48,21
lbp-3,28,30,34,18,16,1
lbp-4,12,1,1,8,3,3
lbp-5,13,4,8,10,6,0
lbp-6,82,85,94,86,110,61
lbp-7,7,29,13,16,9,2
ldb-1,18,19,17,13,14,10
ldh-1,111,154,153,117,141,88
lea-1,144,239,236,145,121,118
lec-1,442,461,533,379,480,290
lec-2,129,84,193,132,135,55
lec-3,117,193,188,117,160,126
lec-4,41,7,27,14,28,6
lec-5,104,79,111,60,61,44
lec-6,62,48,72,80,52,39
lec-7,0,0,1,2,0,0
lec-8,23,21,26,19,16,20
lec-9,118,295,260,150,142,120
lec-10,229,347,364,181,219,193
lec-11,8,17,15,7,18,6
lem-2,37,68,61,32,40,16
lem-3,11,7,8,3,10,9
lep-2,15,16,22,4,10,11
let-2,504,402,448,441,360,313
let-4,0,0,0,1,3,1
let-19,113,101,164,109,105,92
ect-2,17,5,14,8,11,7
let-23,12,7,6,15,15,7
let-49,10,9,8,6,10,1
let-60,9,13,29,9,15,5
let-70,182,285,289,182,233,185
myo-1,869,783,988,655,692,487
let-92,52,74,91,61,71,48
let-268,6,13,17,6,15,8
let-363,125,121,150,107,112,84
let-413,29,18,22,16,21,17
let-418,185,222,184,165,169,116
let-502,30,27,21,32,19,30
let-504,21,22,38,16,13,15
let-526,144,72,152,130,109,91
let-607,156,126,126,113,132,116
let-630,33,29,32,37,32,17
let-653,3,1,5,9,7,4
let-711,192,260,233,184,167,176
let-716,190,228,208,115,141,128
let-721,42,21,42,40,53,15
let-754,45,30,62,52,65,35
let-756,37,25,26,30,37,39
let-765,183,138,186,109,124,87
let-767,335,354,396,269,280,241
let-805,1413,1806,1790,1524,1719,1549
let-858,74,63,67,24,28,26
lev-1,6,7,10,2,0,8
lev-9,5,9,5,4,4,1
lev-10,34,30,50,27,40,32
lev-11,269,218,275,226,243,132
lfe-2,24,12,33,10,17,7
lgg-1,144,218,158,198,194,131
lgg-2,15,15,7,16,26,7
lgx-1,0,0,0,9,7,2
lig-1,19,9,5,5,13,5
lig-4,15,10,9,4,6,7
lim-4,2,3,3,2,1,2
lim-7,11,11,1,5,5,8
lin-1,32,58,32,38,48,42
lin-2,23,17,17,13,19,7
lin-3,1,5,1,5,2,4
lin-5,18,20,12,16,35,16
lin-7,2,19,17,7,8,8
lin-8,9,9,9,1,5,3
lin-9,33,11,13,21,19,8
lin-10,10,11,4,21,13,6
lin-13,93,80,85,80,52,50
lin-14,86,80,78,59,79,63
lin-17,1,18,15,8,6,10
lin-18,7,9,5,4,2,5
lin-23,27,26,20,14,32,22
lin-24,15,10,14,16,22,15
lin-25,8,26,17,7,12,12
lin-26,1,2,5,7,2,6
lin-28,40,39,51,25,43,27
lin-33,13,13,16,11,17,8
lin-35,17,23,24,27,27,12
lin-36,34,22,42,28,35,16
lin-37,17,12,2,3,9,6
lin-39,8,4,9,7,8,2
lin-40,62,68,72,56,67,42
lin-41,131,120,100,75,86,63
lin-45,22,32,33,19,29,22
lin-49,25,31,31,19,31,16
lin-53,36,30,40,32,35,38
lin-54,2,9,1,9,1,5
lin-56,3,6,0,0,0,0
lin-59,91,69,83,91,66,50
lin-61,7,2,6,3,3,5
lip-1,21,30,28,14,28,25
lir-1,3,6,3,0,10,1
lir-2,6,3,8,8,1,1
lis-1,31,26,78,41,58,26
lit-1,23,44,37,36,52,34
lmn-1,161,79,115,76,78,59
lmp-1,95,118,117,87,83,57
lon-1,9,17,15,22,16,29
lon-2,4,4,0,3,7,2
lon-3,1,0,2,6,7,0
lpd-2,10,4,9,1,9,5
lpd-3,144,138,176,112,122,120
lpd-5,56,42,37,50,59,28
lpd-6,112,81,100,47,40,25
lpd-7,229,204,258,165,165,117
lpd-8,19,15,19,12,22,15
lpd-9,26,29,32,40,29,23
lpl-1,16,19,8,18,12,4
lrk-1,53,53,47,35,31,41
lrp-1,232,169,234,314,281,264
lrp-2,144,90,106,136,104,103
lars-1,205,248,264,194,165,175
lars-2,47,32,30,39,30,16
lsm-1,0,4,4,1,3,0
lsm-3,9,9,7,10,5,7
lsm-4,3,15,4,4,13,4
lsm-5,16,11,4,6,12,4
lsm-6,0,1,0,2,2,1
lsm-7,11,8,11,9,11,7
lsm-8,3,2,10,5,7,1
lst-2,30,42,23,22,43,31
ccar-1,133,203,141,143,173,132
lst-4,34,30,35,29,37,14
lsy-2,13,5,9,4,4,11
ltd-1,20,21,19,18,7,13
lys-1,223,232,245,151,189,130
lys-2,93,126,144,45,54,44
lys-3,0,2,3,0,0,0
lys-4,11,12,10,41,35,17
lys-7,0,5,7,15,9,6
lys-8,58,53,54,46,52,21
mab-5,1,0,0,1,3,0
mab-20,29,18,14,30,12,11
mab-21,7,2,9,2,1,2
mac-1,84,86,89,57,35,34
mag-1,25,20,30,14,18,12
map-1,8,16,23,12,8,12
map-2,48,44,52,26,31,22
mat-1,20,35,21,18,16,18
mat-2,33,43,29,30,34,31
mat-3,17,14,21,18,15,19
mau-2,6,5,7,3,2,0
mau-8,5,4,3,2,2,1
max-1,10,20,23,16,13,13
max-2,48,64,38,20,25,34
mbf-1,26,20,27,27,46,10
mbk-1,34,66,42,44,41,33
mbk-2,56,54,37,42,28,13
mca-1,171,176,165,116,191,123
mca-3,569,406,595,425,395,350
mcm-2,23,49,43,40,45,54
mcm-3,36,46,57,35,54,40
mcm-4,35,45,55,38,35,28
mcm-5,20,32,36,21,30,24
mcm-6,33,47,34,36,34,28
mcm-7,31,20,13,16,36,25
mdf-1,19,15,19,2,6,6
mdf-2,5,3,9,8,10,10
mdh-2,281,475,419,308,368,294
mdl-1,183,328,314,169,249,201
mdt-6,5,1,3,2,3,4
mec-1,28,48,35,37,33,22
mec-2,16,24,13,15,10,14
mec-4,3,2,6,4,2,2
mec-5,4,10,21,8,8,2
mec-6,5,0,2,1,0,1
mec-7,65,75,45,62,65,50
mec-8,13,26,24,11,12,13
mec-9,3,6,6,2,3,2
mec-10,0,1,0,6,2,0
mec-12,42,47,45,66,64,38
mec-17,36,72,59,41,48,32
mec-18,12,11,0,16,7,3
mef-2,84,104,111,80,111,85
mei-1,11,23,13,8,10,3
mek-1,13,16,15,8,12,6
mek-2,23,14,12,26,15,10
mel-11,66,45,41,25,24,37
mel-26,12,9,14,14,6,0
mel-28,86,72,62,36,63,32
mel-32,77,101,117,94,121,104
mep-1,67,46,68,59,59,50
mes-2,16,10,26,13,25,9
mes-3,18,10,13,18,25,23
mes-4,3,17,9,24,18,18
mes-6,7,4,3,13,6,2
mev-1,30,34,39,20,13,25
mex-3,13,8,11,10,2,9
mgl-1,1,1,7,0,0,4
mgl-2,23,6,17,18,10,5
mif-1,1,6,1,1,4,2
mif-2,22,25,16,17,22,5
mif-3,1,7,5,3,2,4
mif-4,0,0,0,0,0,1
mig-1,16,20,31,14,20,16
mig-2,1,1,1,2,3,3
mig-5,8,11,9,17,15,6
mig-6,650,744,727,563,594,517
mig-10,46,45,65,25,41,40
mig-14,5,18,13,24,9,8
mig-15,42,56,53,60,52,53
mig-18,0,0,0,5,0,0
mig-22,24,12,19,36,19,17
mig-23,8,1,10,5,5,2
cogc-1,27,32,21,19,24,20
mix-1,62,33,53,45,52,31
mkk-4,8,5,2,9,5,8
mlc-1,171,136,223,162,188,107
mlc-2,312,290,341,280,298,182
mlc-3,232,281,307,231,215,150
mlc-4,14,11,14,6,18,7
mlh-1,6,3,2,5,7,4
mlk-1,32,26,25,26,27,18
mlp-1,5,4,3,0,5,0
mls-2,1,6,2,5,0,0
mml-1,66,82,67,52,66,64
moc-1,2,3,0,1,0,1
moc-2,2,1,1,4,2,0
mod-1,1,0,4,3,1,1
mod-5,0,2,2,5,2,2
moe-3,6,6,7,20,17,18
mog-1,58,45,55,74,61,40
mog-2,19,4,40,21,15,13
mog-3,14,10,15,15,23,12
mog-4,28,23,32,19,19,12
mog-5,64,116,70,57,45,25
mom-4,6,8,6,9,9,1
mom-5,6,35,17,16,9,15
dapk-1,45,88,85,52,68,45
mpk-1,18,19,28,9,9,14
mpk-2,2,4,9,2,4,1
mpz-1,119,128,141,101,104,96
mre-11,6,12,12,11,4,8
mrg-1,16,7,33,10,16,10
mrp-1,121,102,128,80,114,105
mrp-2,151,145,139,31,62,36
mrp-3,33,38,26,14,26,8
mrp-4,85,103,98,77,73,63
mrp-5,116,120,166,94,139,94
mrp-6,17,21,25,6,10,1
mrp-7,74,48,59,29,31,33
mrp-8,33,37,32,19,35,22
mars-1,54,51,84,54,57,43
mrt-2,5,8,5,2,8,3
msh-2,11,13,4,5,19,4
msh-6,26,24,12,12,12,12
msi-1,26,38,37,19,16,11
mtd-1,0,3,2,1,1,3
mtk-1,62,41,56,71,60,56
mtl-1,0,0,0,0,0,0
mtl-2,4,6,6,0,0,0
mtm-1,4,2,8,7,16,2
mtm-3,130,117,123,129,135,110
mtm-5,20,14,16,27,29,27
mtm-6,17,14,13,21,23,13
mtm-9,9,29,13,6,12,5
klf-3,2,5,9,1,4,8
mua-3,35,37,21,61,76,54
mua-6,82,77,72,129,144,113
mup-2,465,377,388,348,384,243
mup-4,239,285,316,268,354,267
mut-7,4,5,12,7,2,4
mut-14,3,6,8,0,1,0
mut-16,22,40,25,23,28,27
mxl-1,1,3,2,1,5,0
mxl-2,9,7,4,7,8,1
mxl-3,63,98,91,44,71,59
myo-2,696,706,819,555,639,505
myo-3,693,789,764,608,635,466
nab-1,33,29,35,19,26,23
nac-1,10,17,23,33,52,19
nac-2,4,6,5,10,14,13
nac-3,25,47,51,31,23,17
nas-9,5,1,7,12,8,0
nas-11,8,8,17,14,11,5
nas-25,2,7,0,2,0,2
nas-31,7,3,8,5,7,0
nas-32,2,6,5,7,2,5
nas-37,1,0,0,3,4,1
nas-39,6,13,8,2,8,3
nca-2,12,11,17,4,10,8
ncl-1,174,145,149,147,142,126
ncr-1,49,35,28,33,18,21
ncs-2,48,49,36,62,37,25
ncs-3,1,0,3,4,1,0
ncx-1,53,49,66,63,66,42
ncx-2,433,343,499,342,402,218
ncx-3,26,20,39,36,31,45
ncx-4,15,9,21,22,6,6
ncx-6,0,1,2,2,6,4
ncx-7,3,9,2,7,4,2
ncx-8,4,1,0,2,2,3
ndc-80,13,8,6,8,20,2
ndg-4,6,13,6,8,8,10
ndx-1,3,2,8,2,4,0
ndx-2,2,7,11,3,5,2
ndx-3,4,7,5,3,1,5
ndx-4,1,0,4,1,2,3
dcap-2,15,25,33,18,19,15
ndx-6,0,8,4,6,1,0
ndx-7,7,2,13,5,5,5
ndx-9,9,5,10,3,5,0
ned-8,4,1,3,4,9,3
nex-1,42,54,54,53,49,30
nex-2,28,14,23,14,32,21
nex-3,3,4,1,4,7,2
nex-4,18,21,13,10,4,11
nfi-1,11,7,25,20,26,14
nfm-1,22,15,22,29,15,9
nft-1,7,14,17,16,12,7
ngp-1,194,150,141,142,127,86
nhl-1,10,26,31,10,14,20
nhl-2,61,64,41,81,50,72
nhl-3,24,15,14,23,23,20
nhr-1,59,67,53,42,48,10
nhr-3,17,37,38,27,18,26
nhr-4,11,8,7,4,1,2
nhr-5,7,4,4,4,2,3
nhr-6,25,39,19,33,41,19
nhr-7,30,20,41,26,24,34
nhr-8,13,10,11,12,8,6
nhr-10,13,20,22,12,18,10
nhr-11,4,8,4,6,12,1
nhr-13,1,1,4,6,0,6
nhr-14,1,7,10,7,10,4
nhr-17,38,59,39,37,47,13
nhr-19,33,42,51,18,27,19
nhr-20,5,12,11,1,7,1
nhr-21,83,138,93,62,52,73
nhr-22,19,28,21,11,10,11
nhr-23,5,5,3,1,2,5
nhr-25,28,75,75,27,35,57
nhr-28,11,20,15,8,15,4
nhr-31,37,40,37,26,28,10
nhr-32,1,7,9,7,6,1
nhr-34,35,28,59,13,49,21
nhr-35,15,29,29,9,27,19
nhr-40,20,18,12,23,18,21
nhr-42,11,3,8,5,8,2
nhr-43,7,7,3,11,7,8
nhr-44,10,6,7,6,10,11
nhr-45,17,13,26,12,16,17
nhr-46,45,63,41,36,45,45
nhr-47,7,10,16,8,2,7
nhr-48,48,72,68,47,70,45
nhr-49,34,42,54,47,42,31
nhr-50,5,2,3,2,1,4
nhr-53,3,1,2,7,2,0
nhr-55,4,1,3,2,4,2
nhr-56,6,4,7,3,0,2
nhr-57,0,15,8,0,3,5
nhr-59,1,1,5,4,4,0
nhr-60,15,8,5,0,3,8
nhr-61,14,15,8,6,21,14
nhr-62,6,2,6,0,3,2
nhr-63,1,0,1,2,2,1
nhr-64,6,10,8,12,4,7
nhr-65,4,1,9,5,4,0
nhr-66,23,12,22,8,23,10
nhr-68,11,26,25,17,15,9
nhr-69,8,2,7,8,9,2
nhr-70,8,26,27,21,29,12
nhr-71,16,17,14,2,7,5
nhr-79,6,7,7,4,3,3
nhr-80,3,4,9,5,4,5
nhr-84,19,14,9,14,18,15
nhr-85,8,11,18,8,12,23
nhr-86,11,2,17,4,7,9
nhr-87,0,1,1,4,6,0
nhr-88,86,100,127,102,98,86
nhr-90,8,7,4,7,2,4
nhr-91,1,4,11,6,5,7
nhr-95,3,3,5,0,4,1
nhr-97,187,160,178,155,166,170
nhr-98,8,2,1,0,2,1
nhr-99,1,1,3,5,6,0
nhr-100,10,10,11,9,13,3
nhr-101,15,17,15,26,14,11
nhr-102,3,1,10,7,3,1
nhr-103,0,0,0,8,2,0
nhr-104,4,2,1,1,4,7
nhr-105,25,10,25,20,23,11
nhr-107,3,6,6,3,2,4
nhr-109,2,2,0,2,5,4
nhr-112,3,6,2,0,3,0
nhr-114,46,90,73,17,44,55
